experiment,model,arm,dataset,n,visual_requests,collected,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger,collection_rate
typed_two_stage,gemma-4-26b-a4b,H,re2_tt,90,90,90,0.85406333,0.12320949,0.88247863,1,0.63019996,0.020294559,0.043102272,0.30640321,,0.97830329,0.44409824,0.91951513,1.1817557,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aegislab,96,96,96,0.87576282,0.46751693,0.66772085,1,,,,1,,,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2022,100,100,100,0.87927656,0.46064229,0.66601476,1,,,,1,,,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2025,93,93,93,0.88182558,0.47322611,0.6345372,1,,,,1,,,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_ob,90,90,90,0.87509397,0.46134346,0.62282783,1,,,,1,,,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_tt,90,90,90,0.87368029,0.47459044,0.61231985,1,,,,1,,,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aegislab,96,96,96,0.78488879,0.52241307,0.53725962,1,,,1,,,,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2022,100,100,100,0.79023559,0.50730133,0.55692308,1,,,1,,,,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2025,93,93,93,0.79177453,0.51130311,0.55500414,1,,,1,,,,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_ob,90,90,90,0.78858497,0.50273186,0.56880342,1,,,1,,,,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_tt,90,90,90,0.80704452,0.5713715,0.50512821,1,,,1,,,,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aegislab,96,96,96,0.85146674,0.44676582,0.68002682,1,,,0.41353996,0.58646004,,,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2022,100,100,100,0.85550761,0.43544613,0.68755884,1,,,0.410743,0.589257,,,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2025,93,93,93,0.85738178,0.44375009,0.67597747,1,,,0.41618737,0.58381263,,,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_ob,90,90,90,0.84967548,0.43761013,0.66876144,1,,,0.42303697,0.57696303,,,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_tt,90,90,90,0.85995427,0.46342794,0.65332555,1,,,0.39584682,0.60415318,,,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aegislab,96,96,96,0.76910959,0.71494001,0.27924679,1,,1,,,,,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2022,100,100,100,0.76698731,0.71390874,0.26269231,1,,1,,,,,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2025,93,93,93,0.77125721,0.72770291,0.25434243,1,,1,,,,,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_ob,90,90,90,0.77139265,0.73874532,0.27735043,1,,1,,,,,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_tt,90,90,90,0.76447265,0.73248484,0.26923077,1,,1,,,,,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aegislab,96,96,96,0.83953197,0.54327907,0.54933352,1,,0.427688,,0.572312,,,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2022,100,100,100,0.84276262,0.53792653,0.54884292,1,,0.42398733,,0.57601267,,,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2025,93,93,93,0.84437757,0.55109686,0.52822112,1,,0.4334923,,0.5665077,,,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_ob,90,90,90,0.83897997,0.54764672,0.53523233,1,,0.42513231,,0.57486769,,,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_tt,90,90,90,0.83772514,0.55432885,0.53081094,1,,0.43650151,,0.56349849,,,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aegislab,96,96,96,0.78163687,0.69595333,0.34064403,1,,0.72213484,0.27786516,,,,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2022,100,100,100,0.78413629,0.68524678,0.35180919,1,,0.72266495,0.27733505,,,,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2025,93,93,93,0.78674921,0.69607651,0.34169244,1,,0.72139607,0.27860393,,,,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,90,90,90,0.78218769,0.70126746,0.37566031,1,,0.70553631,0.29446369,,,,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,90,90,90,0.7848037,0.72236031,0.32305045,1,,0.7595723,0.2404277,,,,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,96,96,96,0.84960613,0.54736655,0.56158878,1,,0.35086859,0.134395,0.51473641,,,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,100,100,100,0.85061216,0.53950793,0.57274366,1,,0.35494547,0.13133774,0.51371678,,,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,93,93,93,0.85267753,0.55113731,0.55143592,1,,0.35956612,0.13639017,0.50404371,,,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,90,90,90,0.84593023,0.54954858,0.56807589,1,,0.3529996,0.14149089,0.50550951,,,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,90,90,90,0.84542389,0.56288349,0.54167327,1,,0.37637582,0.11335854,0.51026565,,,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,96,96,96,0.82007205,0.41168437,0.67347756,1,1,,,,,1,,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,100,100,100,0.82152368,0.39260532,0.67769231,1,1,,,,,1,,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,93,93,93,0.82324982,0.39564611,0.6757651,1,1,,,,,1,,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,90,90,90,0.82285744,0.39629048,0.68888889,1,1,,,,,1,,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,90,90,90,0.8208,0.40387538,0.69358974,1,1,,,,,1,,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,96,96,96,0.85628442,0.41488947,0.71685372,1,0.522877,,,0.477123,,1,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2022,100,100,100,0.85971152,0.40446904,0.71641759,1,0.50891084,,,0.49108916,,1,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2025,93,93,93,0.85956155,0.40865005,0.70605389,1,0.52561188,,,0.47438812,,1,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_ob,90,90,90,0.8556778,0.40458228,0.71865767,1,0.52802701,,,0.47197299,,1,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_tt,90,90,90,0.85623629,0.41409765,0.71159311,1,0.51486275,,,0.48513725,,1,,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aegislab,96,96,96,0.81978937,0.4568588,0.64931752,1,0.7497407,,0.2502593,,,1,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2022,100,100,100,0.82116599,0.44007929,0.66418548,1,0.74957648,,0.25042352,,,1,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2025,93,93,93,0.82327839,0.44308743,0.66292688,1,0.75007866,,0.24992134,,,1,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_ob,90,90,90,0.81851305,0.44684431,0.68141035,1,0.75165586,,0.24834414,,,1,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_tt,90,90,90,0.82650605,0.45588888,0.66440695,1,0.7739784,,0.2260216,,,1,,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aegislab,96,96,96,0.85696633,0.43668168,0.69526878,1,0.43784251,,0.1433736,0.41878389,,1,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2022,100,100,100,0.86007916,0.42431182,0.70571759,1,0.43930851,,0.1413166,0.41937489,,1,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2025,93,93,93,0.86132401,0.42843699,0.6942993,1,0.44302126,,0.14257381,0.41440493,,1,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_ob,90,90,90,0.85723359,0.42814761,0.70572301,1,0.44534668,,0.14672788,0.40792544,,1,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_tt,90,90,90,0.86075343,0.43620062,0.69678807,1,0.44672494,,0.12515164,0.42812343,,1,,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aegislab,96,96,96,0.8126934,0.4919556,0.58772498,1,0.72484171,0.27515829,,,,1,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2022,100,100,100,0.81074058,0.48433535,0.57118773,1,0.71634145,0.28365855,,,,1,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2025,93,93,93,0.81372861,0.48863667,0.57499759,1,0.71507623,0.28492377,,,,1,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_ob,90,90,90,0.81819025,0.48120352,0.6085011,1,0.74334193,0.25665807,,,,1,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_tt,90,90,90,0.81019241,0.49740773,0.59589092,1,0.71782567,0.28217433,,,,1,1,,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aegislab,96,96,96,0.8518413,0.45973605,0.64781067,1,0.43972717,0.1628486,,0.39742423,,1,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2022,100,100,100,0.85527337,0.44929682,0.64406501,1,0.43472426,0.16551692,,0.39975882,,1,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2025,93,93,93,0.85620103,0.45454488,0.6403729,1,0.44015941,0.16827141,,0.39156918,,1,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_ob,90,90,90,0.85604248,0.45003033,0.66045665,1,0.45204958,0.15255654,,0.39539388,,1,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_tt,90,90,90,0.85455457,0.4611157,0.64213911,1,0.43906428,0.16601383,,0.3949219,,1,1,,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aegislab,96,96,96,0.81492101,0.51657759,0.57744166,1,0.61521267,0.22333058,0.16145675,,,1,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2022,100,100,100,0.81629378,0.50366807,0.57578429,1,0.60763002,0.23158199,0.16078799,,,1,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2025,93,93,93,0.82001752,0.50793846,0.57807485,1,0.60500293,0.23135527,0.1636418,,,1,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_ob,90,90,90,0.82275122,0.50075312,0.61935506,1,0.62510019,0.20448838,0.17041142,,,1,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_tt,90,90,90,0.81878516,0.52115965,0.58263395,1,0.62401439,0.23623607,0.13974954,,,1,1,1,,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aegislab,96,96,96,0.85828467,0.47177863,0.63933469,1,0.38991759,0.14159688,0.10362423,0.3648613,,1,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2022,100,100,100,0.86099473,0.45833863,0.64891444,1,0.38787505,0.14348246,0.1020046,0.36663789,,1,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2025,93,93,93,0.86256938,0.4654255,0.63983402,1,0.39177095,0.14619999,0.1042722,0.35775687,,1,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_ob,90,90,90,0.86281978,0.45820336,0.6667555,1,0.39587633,0.13048408,0.10995404,0.36368555,,1,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_tt,90,90,90,0.86037492,0.4746274,0.63858793,1,0.39457902,0.14941736,0.087266833,0.36873679,,1,1,1,1,,1
typed_two_stage,gemma-4-26b-a4b,P,aegislab,96,96,96,0.79518871,0.24824565,0.75774869,,,,,,1,,,,,1,1
typed_two_stage,gemma-4-26b-a4b,P,aiops2022,100,100,100,0.79852995,0.26136264,0.73281619,,,,,,1,,,,,1,1
typed_two_stage,gemma-4-26b-a4b,P,aiops2025,93,93,93,0.7998117,0.26403208,0.73005054,,,,,,1,,,,,1,1
typed_two_stage,gemma-4-26b-a4b,P,re2_ob,90,90,90,0.79558066,0.23783086,0.75973155,,,,,,1,,,,,1,1
typed_two_stage,gemma-4-26b-a4b,P,re2_tt,90,90,90,0.79419401,0.23792113,0.76285934,,,,,,1,,,,,1,1
typed_two_stage,gemma-4-26b-a4b,V,aegislab,96,96,96,0.86939254,0.11557186,0.87099359,1,0.62814149,0.022772622,0.041923475,0.30716241,,0.97898798,0.49188288,0.89436747,1.1729929,,1
typed_two_stage,gemma-4-26b-a4b,V,aiops2022,100,100,100,0.8663801,0.12143424,0.87423077,1,0.62596919,0.025701894,0.041295719,0.3070332,,0.9552695,0.54830708,0.88097533,1.2240008,,1
typed_two_stage,gemma-4-26b-a4b,V,aiops2025,93,93,93,0.86490903,0.12374871,0.86600496,1,0.61302295,0.023180828,0.040250949,0.32354528,,0.93489332,0.49452432,0.85868691,1.2920672,,1
typed_two_stage,gemma-4-26b-a4b,V,re2_ob,90,90,90,0.86357356,0.10519456,0.90897436,1,0.63072379,0.026564252,0.045160944,0.29755101,,0.96110292,0.56670404,0.96343347,1.190204,,1
typed_two_stage,gemma-4-26b-a4b,V,re2_tt,90,90,90,0.8683775,0.12276374,0.88162393,1,0.62500322,0.022028915,0.04356801,0.30939985,,0.97013442,0.48195839,0.92945089,1.1927836,,1
typed_two_stage,qwen3.6-27b,H,aegislab,96,96,96,0.84135604,0.097043809,0.95352564,1,0.63599654,0.040691435,0.044528113,0.27878391,,0.98827873,0.87620214,0.94993308,1.0671269,,1
typed_two_stage,qwen3.6-27b,H,aiops2022,100,100,100,0.84620015,0.10322683,0.95,1,0.63285418,0.040180952,0.043280129,0.28368474,,0.96505475,0.85719364,0.92330941,1.1328706,,1
typed_two_stage,qwen3.6-27b,H,aiops2025,93,93,93,0.84197468,0.093882664,0.94871795,1,0.61558848,0.045386944,0.041838931,0.29718565,,0.93882367,0.96825481,0.89256386,1.1867133,,1
typed_two_stage,qwen3.6-27b,H,re2_ob,90,90,90,0.83911276,0.109366,0.9534188,1,0.62491659,0.032412557,0.047313326,0.29535753,,0.95225385,0.69146788,1.009351,1.1814301,,1
typed_two_stage,qwen3.6-27b,H,re2_tt,90,90,90,0.83839927,0.10598751,0.95555556,1,0.60693096,0.044276802,0.04689104,0.30190119,,0.94420233,0.96507194,1.0003422,1.1492232,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aegislab,96,96,96,0.76702453,0.57083586,0.56038336,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2022,100,100,100,0.77736389,0.54025021,0.63322161,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2025,93,93,93,0.78021988,0.51443686,0.66394991,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_ob,90,90,90,0.77668685,0.52023316,0.63167672,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_tt,90,90,90,0.78054834,0.53424825,0.61851329,1,,,,1,,,,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aegislab,96,96,96,0.7658284,0.49473578,0.51482372,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2022,100,100,100,0.77435518,0.50161849,0.56307692,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2025,93,93,93,0.78321599,0.50586701,0.59801489,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_ob,90,90,90,0.79315384,0.51464853,0.56709402,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_tt,90,90,90,0.79712983,0.54662572,0.57435897,1,,,1,,,,,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aegislab,96,96,96,0.78147531,0.51660991,0.59611862,1,,,0.26446354,0.73553646,,,,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2022,100,100,100,0.78578263,0.49886599,0.64663282,1,,,0.2976726,0.7023274,,,,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2025,93,93,93,0.79033028,0.48365365,0.67438912,1,,,0.31537438,0.68462562,,,,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_ob,90,90,90,0.78828886,0.4843877,0.63742574,1,,,0.35919053,0.64080947,,,,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_tt,90,90,90,0.79502797,0.50007493,0.64240893,1,,,0.29610923,0.70389077,,,,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aegislab,96,96,96,0.7665639,0.53597062,0.50600962,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2022,100,100,100,0.77250617,0.55616982,0.49346154,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2025,93,93,93,0.76205056,0.5441873,0.50496278,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_ob,90,90,90,0.78688534,0.59451301,0.48076923,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_tt,90,90,90,0.77690358,0.57330245,0.48547009,1,,1,,,,,1,,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aegislab,96,96,96,0.78437193,0.51454684,0.5946244,1,,0.29051994,,0.70948006,,,1,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2022,100,100,100,0.79004098,0.50378678,0.63162097,1,,0.29569979,,0.70430021,,,1,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2025,93,93,93,0.79020227,0.48139384,0.65528411,1,,0.30845202,,0.69154798,,,1,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_ob,90,90,90,0.79171873,0.50393451,0.62144799,1,,0.3146424,,0.6853576,,,1,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_tt,90,90,90,0.79281914,0.50219772,0.6214873,1,,0.32184828,,0.67815172,,,1,,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aegislab,96,96,96,0.76924783,0.52925853,0.49595542,1,,0.64179431,0.35820569,,,,1,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2022,100,100,100,0.7766562,0.53917132,0.51397263,1,,0.61435514,0.38564486,,,,1,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2025,93,93,93,0.77267989,0.53422626,0.5321702,1,,0.61159783,0.38840217,,,,1,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_ob,90,90,90,0.78523818,0.56071308,0.5042036,1,,0.57409179,0.42590821,,,,1,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_tt,90,90,90,0.78162347,0.56226261,0.52520314,1,,0.63760681,0.36239319,,,,1,1,,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aegislab,96,96,96,0.78469102,0.5131934,0.57604081,1,,0.26722309,0.14342525,0.58935166,,,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2022,100,100,100,0.79055658,0.50719166,0.61752537,1,,0.26013388,0.16473697,0.57512915,,,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2025,93,93,93,0.78989327,0.48606721,0.64319528,1,,0.2753643,0.17443015,0.55020555,,,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_ob,90,90,90,0.792463,0.49909871,0.60633786,1,,0.26686139,0.19544355,0.53769506,,,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_tt,90,90,90,0.79340773,0.50500697,0.61583077,1,,0.28742862,0.15685961,0.55571176,,,1,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aegislab,96,96,96,0.77151227,0.29462447,0.91266026,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2022,100,100,100,0.78033131,0.28114546,0.90769231,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2025,93,93,93,0.77392534,0.30084318,0.87634409,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,90,90,90,0.76478464,0.29997082,0.85042735,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,90,90,90,0.76073829,0.30837289,0.8465812,1,1,,,,,1,,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,96,96,96,0.78350024,0.36233737,0.7985367,1,0.63186967,,,0.36813033,,1,,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,100,100,100,0.78906751,0.34614503,0.81803227,1,0.6479318,,,0.3520682,,1,,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,93,93,93,0.78404812,0.34086645,0.82320597,1,0.65078739,,,0.34921261,,1,,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,90,90,90,0.77528483,0.34842912,0.78447203,1,0.65032856,,,0.34967144,,1,,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,90,90,90,0.77656264,0.35873643,0.77787646,1,0.64007788,,,0.35992212,,1,,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,96,96,96,0.77497899,0.32021498,0.86657763,1,0.89418173,,0.10581827,,,1,,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,100,100,100,0.78280244,0.3109091,0.8649067,1,0.89343379,,0.10656621,,,1,,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,93,93,93,0.77748499,0.32907604,0.8397743,1,0.88557777,,0.11442223,,,1,,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,90,90,90,0.77114572,0.33582042,0.80248686,1,0.86763446,,0.13236554,,,1,,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,90,90,90,0.76559471,0.33244031,0.81851894,1,0.88796843,,0.11203157,,,1,,1,,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,96,96,96,0.78584953,0.37454759,0.77222726,1,0.59115547,,0.069226116,0.33961841,,1,,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,100,100,100,0.79360365,0.35466187,0.8029465,1,0.61236289,,0.07014747,0.31748964,,1,,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,93,93,93,0.78487048,0.35873452,0.80292612,1,0.61147497,,0.077198186,0.31132684,,1,,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,90,90,90,0.78227142,0.36180806,0.76300466,1,0.58995939,,0.094877567,0.31516304,,1,,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,90,90,90,0.78461457,0.3661755,0.76169116,1,0.61423206,,0.076921645,0.30884629,,1,,1,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,96,96,96,0.77552594,0.32830992,0.85518683,1,0.87125272,0.12874728,,,,1,1,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,100,100,100,0.7838447,0.31726453,0.85280371,1,0.88539356,0.11460644,,,,1,1,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,93,93,93,0.7748616,0.33644304,0.83158836,1,0.87547688,0.12452312,,,,1,1,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,90,90,90,0.77309917,0.33879515,0.79774087,1,0.87952571,0.12047429,,,,1,1,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,90,90,90,0.76648067,0.34604612,0.79715421,1,0.86911377,0.13088623,,,,1,1,,,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,96,96,96,0.78594477,0.37486001,0.77198558,1,0.58246236,0.081742189,,0.33579545,,1,1,,1,,1
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,100,100,100,0.79024063,0.35895862,0.7964178,1,0.60448145,0.075866001,,0.31965255,,1,1,,1,,1
